Review_id,Customer_id,Product_id,Rating,Review text,review date
RV18135,C16190,P40591,1,excellent,2023-01-29
RV18136,C28554,P3558,2,excellent,2025-07-22
RV18137,C18137,P35482,2,excellent,2022-01-16
RV18138,C18072,P39347,1,poor,2021-08-27
RV18139,C19503,P38220,1,excellent,2020-09-13
RV18140,C6086,P5836,4,Good,2022-09-23
RV18141,C37003,P7656,4,poor,2021-07-27
RV18142,C31975,P6493,2,bad,2020-10-17
RV18143,C27113,P5189,3,Average,2021-07-23
RV18144,C7588,P4838,3,Average,2022-07-11
RV18145,C9781,P20630,3,poor,2024-01-13
RV18146,C17865,P8172,4,Average,2024-07-18
RV18147,C14419,P8951,1,poor,2023-08-24
RV18148,C15863,P21118,2,Good,2024-11-26
RV18149,C26604,P35223,1,excellent,2022-11-29
RV18150,C5920,P5999,3,poor,2025-12-09
RV18151,C2304,P12315,4,poor,2022-12-08
RV18152,C4765,P13482,2,Good,2024-09-21
RV18153,C25577,P6806,5,bad,2023-04-22
RV18154,C25204,P5832,5,poor,2021-01-16
RV18155,C18378,P29915,3,Good,2023-11-25
RV18156,C17395,P2855,4,poor,2021-11-11
RV18157,C26319,P38495,1,Good,2021-04-03
RV18158,C25584,P23620,1,Good,2023-09-09
RV18159,C40508,P37542,5,poor,2024-11-04
RV18160,C29228,P29854,4,bad,2022-05-27
RV18161,C40235,P35431,5,bad,2020-01-11
RV18162,C40117,P34042,3,poor,2025-04-14
RV18163,C31719,P9548,2,Good,2025-10-09
RV18164,C39456,P24697,3,bad,2022-10-04
RV18165,C23110,P21141,4,excellent,2025-07-29
RV18166,C9800,P23387,5,excellent,2021-01-07
RV18167,C14178,P22012,2,poor,2025-08-13
RV18168,C11793,P6145,4,poor,2021-07-20
RV18169,C19618,P4715,3,excellent,2020-02-18
RV18170,C5850,P11991,2,poor,2025-06-26
RV18171,C23328,P26497,1,bad,2025-03-07
RV18172,C22652,P29419,2,bad,2024-06-23
RV18173,C21924,P16822,3,bad,2022-10-21
RV18174,C11416,P12007,2,bad,2023-12-10
RV18175,C17007,P12607,5,excellent,2021-12-20
RV18176,C16214,P14456,5,Average,2023-08-30
RV18177,C26745,P9586,5,excellent,2023-04-30
RV18178,C12608,P21010,5,Good,2023-09-18
RV18179,C26276,P23891,2,Average,2021-03-26
RV18180,C27226,P30295,2,excellent,2023-08-23
RV18181,C8437,P26850,5,Average,2021-09-08
RV18182,C5774,P36885,5,bad,2023-03-15
RV18183,C31949,P15287,1,poor,2025-10-15
RV18184,C14047,P27295,5,Good,2025-04-11
RV18185,C32255,P23714,1,bad,2023-06-24
RV18186,C38355,P38486,3,poor,2021-02-09
RV18187,C29528,P20725,5,excellent,2024-09-06
RV18188,C17468,P7891,1,Good,2022-11-03
RV18189,C33698,P28240,5,Average,2024-06-28
RV18190,C25277,P38922,3,excellent,2022-02-03
RV18191,C33383,P30103,2,excellent,2025-03-01
RV18192,C36593,P10999,3,Average,2020-11-23
RV18193,C27006,P33429,1,Good,2020-09-22
RV18194,C18250,P37562,5,bad,2022-06-19
RV18195,C28422,P2351,1,bad,2021-07-28
RV18196,C13196,P4825,2,poor,2023-07-07
RV18197,C25526,P38482,2,poor,2025-03-29
RV18198,C31479,P31352,5,Good,2023-08-08
RV18199,C3673,P21002,1,Good,2022-01-04
RV18200,C24929,P39386,3,poor,2022-02-22
RV18201,C30089,P4789,5,bad,2022-11-13
RV18202,C33508,P19216,1,excellent,2023-06-11
RV18203,C23269,P5644,1,Good,2021-06-27
RV18204,C4827,P5780,1,Average,2022-12-26
RV18205,C22298,P38233,3,excellent,2020-10-30
RV18206,C40608,P5971,1,Average,2022-02-12
RV18207,C6297,P2961,4,Average,2025-02-16
RV18208,C17360,P3220,5,Average,2020-09-16
RV18209,C32364,P30877,2,bad,2022-09-09
RV18210,C33417,P13939,4,bad,2024-06-24
RV18211,C27639,P34799,3,Good,2024-08-29
RV18212,C4132,P37580,2,excellent,2024-08-29
RV18213,C15665,P39711,2,bad,2022-04-10
RV18214,C23063,P21891,2,Good,2020-12-15
RV18215,C20948,P34002,2,poor,2025-03-13
RV18216,C26991,P33250,3,Good,2020-03-04
RV18217,C6821,P35199,5,excellent,2022-02-14
RV18218,C15318,P29009,1,poor,2020-04-06
RV18219,C12107,P30775,5,Average,2021-07-04
RV18220,C39426,P9535,3,poor,2020-04-07
RV18221,C33144,P19686,1,bad,2021-06-12
RV18222,C7817,P14874,5,bad,2021-07-31
RV18223,C21634,P30123,5,excellent,2025-06-11
RV18224,C29611,P39535,5,Average,2022-06-30
RV18225,C28264,P33676,3,Average,2025-12-03
RV18226,C37814,P39064,2,Average,2022-04-21
RV18227,C6019,P2799,5,Good,2024-07-23
RV18228,C14920,P24857,4,Good,2020-02-06
RV18229,C35685,P3420,3,excellent,2023-12-18
RV18230,C20985,P34251,4,Average,2024-05-18
RV18231,C40220,P10272,5,Good,2021-03-05
RV18232,C28731,P13613,2,bad,2023-12-21
RV18233,C36678,P24520,1,Average,2022-11-13
RV18234,C26587,P1596,3,poor,2021-01-29
RV18235,C22114,P9917,2,bad,2024-08-25
RV18236,C8826,P15795,4,excellent,2023-09-23
RV18237,C16179,P18247,3,Good,2025-10-01
RV18238,C26707,P13221,3,bad,2020-08-04
RV18239,C34149,P4794,4,excellent,2021-12-21
RV18240,C34331,P22912,1,excellent,2023-11-10
RV18241,C23750,P16813,4,Good,2023-08-12
RV18242,C29507,P34012,4,bad,2022-01-08
RV18243,C34578,P14921,5,poor,2022-10-30
RV18244,C24602,P1578,1,Average,2022-11-18
RV18245,C2520,P40146,3,Good,2023-02-28
RV18246,C34559,P18196,1,Average,2025-06-28
RV18247,C2373,P34605,4,bad,2021-08-27
RV18248,C23460,P33315,3,bad,2024-04-11
RV18249,C18439,P23825,2,Average,2024-11-08
RV18250,C35463,P28380,5,Average,2020-12-07
RV18251,C4457,P38657,1,poor,2023-06-02
RV18252,C25284,P10696,1,excellent,2022-11-14
RV18253,C28215,P28075,3,Average,2024-03-13
RV18254,C15103,P20372,1,Average,2024-09-23
RV18255,C28117,P16836,3,bad,2022-05-17
RV18256,C33219,P26486,4,poor,2020-02-11
RV18257,C29200,P40706,4,poor,2022-06-03
RV18258,C32210,P31702,5,Good,2025-07-01
RV18259,C11982,P12012,4,excellent,2021-08-24
RV18260,C34764,P8404,1,bad,2023-04-09
RV18261,C21325,P9116,1,Good,2023-02-19
RV18262,C23747,P10012,5,Good,2020-03-18
RV18263,C30696,P13192,1,Average,2023-11-09
RV18264,C27494,P20012,4,poor,2022-10-15
RV18265,C13652,P21809,5,bad,2023-12-11
RV18266,C37389,P22094,1,Good,2025-07-06
RV18267,C39988,P14715,5,poor,2020-09-30
RV18268,C29200,P11131,4,excellent,2020-11-18
RV18269,C17311,P4310,5,Good,2022-06-28
RV18270,C20097,P2395,4,Average,2021-06-13
RV18271,C8265,P8586,3,Average,2024-03-07
RV18272,C16889,P38161,3,bad,2024-10-01
RV18273,C28245,P24604,4,Average,2020-11-03
RV18274,C38729,P3965,4,Average,2025-12-22
RV18275,C31645,P34073,4,Average,2022-07-01
RV18276,C1934,P31221,2,Average,2024-10-28
RV18277,C37585,P30783,3,poor,2025-07-18
RV18278,C3618,P36408,2,Good,2025-01-18
RV18279,C10858,P26150,1,Average,2025-03-09
RV18280,C15417,P36951,4,bad,2025-05-06
RV18281,C26686,P4833,2,excellent,2023-01-31
RV18282,C5206,P35214,4,Average,2021-12-17
RV18283,C16824,P14008,4,Good,2024-10-28
RV18284,C5621,P6285,2,bad,2022-04-06
RV18285,C19303,P22926,2,excellent,2024-06-10
RV18286,C14205,P4382,2,excellent,2024-10-21
RV18287,C37370,P2109,4,poor,2021-10-24
RV18288,C11120,P27485,2,Average,2024-11-25
RV18289,C35914,P21090,2,Good,2024-11-01
RV18290,C14828,P21243,1,excellent,2022-03-29
RV18291,C5270,P21957,3,Good,2025-10-26
RV18292,C25700,P16292,3,excellent,2022-07-30
RV18293,C19870,P37731,5,Average,2025-11-06
RV18294,C32029,P5577,5,excellent,2024-04-30
RV18295,C23250,P5472,4,Good,2024-03-26
RV18296,C19102,P39483,5,Good,2022-03-30
RV18297,C24434,P15903,3,Good,2024-01-31
RV18298,C24394,P13151,1,poor,2024-11-25
RV18299,C34877,P5158,2,Average,2023-11-05
RV18300,C12901,P15122,3,Average,2025-09-09
RV18301,C7499,P20090,2,Average,2020-12-08
RV18302,C24531,P36918,2,poor,2025-05-01
RV18303,C22505,P4892,1,Average,2023-01-03
RV18304,C40821,P40615,4,Good,2020-10-05
RV18305,C17503,P16483,2,Good,2023-04-28
RV18306,C38304,P31520,4,poor,2020-09-14
RV18307,C13828,P21649,2,excellent,2023-04-24
RV18308,C24861,P1579,4,Good,2024-07-06
RV18309,C29978,P29040,4,excellent,2020-04-05
RV18310,C16039,P3887,1,bad,2025-09-16
RV18311,C13574,P9284,4,excellent,2022-12-13
RV18312,C5313,P7601,2,Average,2023-10-10
RV18313,C11271,P17823,1,bad,2020-05-20
RV18314,C24561,P27069,3,Good,2024-12-23
RV18315,C14140,P21101,1,poor,2020-05-02
RV18316,C37871,P24196,2,Average,2025-06-11
RV18317,C15646,P36826,1,Good,2021-08-12
RV18318,C30012,P1223,5,excellent,2025-04-13
RV18319,C19977,P10953,4,excellent,2020-10-24
RV18320,C19813,P33138,4,Average,2023-02-22
RV18321,C26660,P9901,4,Good,2022-06-17
RV18322,C19975,P28933,5,bad,2021-11-12
RV18323,C8287,P24855,4,Average,2021-08-26
RV18324,C1035,P39684,4,poor,2020-11-29
RV18325,C8099,P26614,4,Average,2024-04-27
RV18326,C1977,P15834,2,bad,2025-05-29
RV18327,C40354,P21010,3,poor,2023-05-08
RV18328,C36144,P29439,5,excellent,2023-05-12
RV18329,C1001,P27500,5,bad,2021-03-07
RV18330,C7054,P25739,2,Average,2021-08-27
RV18331,C25125,P35963,4,bad,2021-06-30
RV18332,C31663,P26053,4,Good,2024-11-29
RV18333,C37227,P14496,3,poor,2020-06-13
RV18334,C34605,P38023,2,poor,2024-11-07
RV18335,C40338,P17185,1,excellent,2025-08-06
RV18336,C14666,P11315,5,bad,2023-09-22
RV18337,C17136,P18399,3,poor,2020-01-02
RV18338,C12306,P6250,4,Average,2025-06-15
RV18339,C36048,P11543,4,Average,2022-08-29
RV18340,C24900,P17309,1,Good,2024-12-16
RV18341,C3309,P31948,1,excellent,2023-07-28
RV18342,C28379,P27408,3,poor,2025-04-13
RV18343,C40201,P20708,2,poor,2025-08-23
RV18344,C29080,P18457,4,bad,2022-02-23
RV18345,C11925,P26105,2,Average,2025-01-03
RV18346,C19288,P10382,2,Good,2024-04-05
RV18347,C11738,P39901,5,excellent,2025-01-27
RV18348,C8100,P1064,3,bad,2024-08-23
RV18349,C31334,P13372,2,Average,2020-09-24
RV18350,C33775,P18386,1,poor,2025-07-24
RV18351,C29188,P40737,2,Average,2021-01-04
RV18352,C30838,P17917,2,Average,2020-01-26
RV18353,C37722,P2041,4,Good,2021-10-08
RV18354,C16296,P3058,4,Average,2020-01-16
RV18355,C28807,P10562,4,Average,2024-11-19
RV18356,C28644,P10038,1,excellent,2022-10-21
RV18357,C15495,P29936,3,bad,2022-01-19
RV18358,C19387,P5637,2,poor,2025-06-30
RV18359,C35252,P13529,1,bad,2022-04-28
RV18360,C7939,P7718,3,bad,2021-10-05
RV18361,C10742,P28785,2,poor,2022-06-16
RV18362,C29151,P9733,4,poor,2021-08-14
RV18363,C11439,P12118,3,bad,2021-08-18
RV18364,C21205,P4727,4,Good,2021-08-07
RV18365,C7048,P4514,2,Average,2024-05-27
RV18366,C31475,P7436,1,Good,2024-08-03
RV18367,C3300,P5360,4,excellent,2023-10-07
RV18368,C31320,P29804,4,excellent,2025-02-16
RV18369,C15839,P38755,4,Good,2025-08-13
RV18370,C19127,P3967,4,poor,2024-09-15
RV18371,C23151,P22007,1,Average,2025-11-16
RV18372,C35977,P11669,3,bad,2024-12-30
RV18373,C8274,P22025,3,bad,2024-05-10
RV18374,C11287,P19930,4,excellent,2020-07-07
RV18375,C26911,P27903,2,Good,2020-05-12
RV18376,C36808,P25407,3,bad,2022-07-05
RV18377,C16448,P8550,5,excellent,2021-08-11
RV18378,C6461,P5592,4,bad,2023-03-03
RV18379,C29797,P37122,1,bad,2024-07-16
RV18380,C9632,P39882,4,excellent,2025-01-02
RV18381,C6382,P26321,5,excellent,2020-07-18
RV18382,C11669,P19376,4,Average,2022-10-04
RV18383,C19739,P10548,2,excellent,2023-06-24
RV18384,C36187,P7551,4,Good,2025-03-10
RV18385,C31365,P32324,5,Good,2021-06-13
RV18386,C33924,P14634,3,excellent,2020-01-19
RV18387,C12046,P29527,5,excellent,2025-07-18
RV18388,C32593,P2435,2,bad,2025-01-30
RV18389,C31075,P3818,3,Average,2020-11-26
RV18390,C16480,P11182,4,poor,2025-05-09
RV18391,C6902,P32880,2,poor,2024-08-12
RV18392,C11542,P14869,1,poor,2021-04-23
RV18393,C5227,P32684,2,excellent,2022-04-09
RV18394,C15434,P18018,1,Good,2020-01-23
RV18395,C27584,P35205,1,poor,2023-02-02
RV18396,C6081,P33279,4,poor,2025-07-16
RV18397,C9152,P35386,3,poor,2023-10-15
RV18398,C1673,P26588,4,poor,2025-07-09
RV18399,C6016,P8194,1,excellent,2022-06-20
RV18400,C3090,P18037,3,Average,2021-05-13
RV18401,C14597,P16132,4,Good,2023-04-05
RV18402,C31640,P13178,5,poor,2024-11-12
RV18403,C36666,P32827,4,Average,2020-12-07
RV18404,C24313,P35727,1,poor,2022-04-14
RV18405,C34261,P13519,4,excellent,2023-07-18
RV18406,C8293,P9383,3,poor,2021-12-14
RV18407,C35359,P38291,5,bad,2023-10-25
RV18408,C8606,P20137,2,Good,2025-02-09
RV18409,C23332,P38620,4,Average,2025-05-07
RV18410,C10488,P26406,3,poor,2021-10-18
RV18411,C25641,P15708,2,poor,2022-12-26
RV18412,C8615,P17470,5,poor,2021-02-03
RV18413,C4895,P2707,5,Average,2021-07-30
RV18414,C16373,P11166,1,excellent,2020-12-21
RV18415,C8620,P2984,5,poor,2021-10-02
RV18416,C29760,P16882,3,bad,2020-06-19
RV18417,C26615,P40991,4,Average,2021-12-23
RV18418,C12540,P3126,2,Good,2022-04-11
RV18419,C40202,P32513,1,poor,2024-08-04
RV18420,C21122,P20100,3,Good,2021-09-05
RV18421,C17218,P22882,4,Good,2021-10-06
RV18422,C7690,P37969,1,Good,2020-01-12
RV18423,C26911,P5088,4,poor,2021-09-13
RV18424,C36254,P36563,3,Average,2024-08-05
RV18425,C11691,P14441,3,bad,2025-01-13
RV18426,C16673,P26105,5,bad,2023-08-17
RV18427,C25492,P38232,1,excellent,2023-09-16
RV18428,C15869,P1732,1,poor,2023-05-28
RV18429,C34505,P9446,1,Average,2022-04-09
RV18430,C4737,P33064,3,excellent,2020-11-13
RV18431,C6413,P1822,5,poor,2020-12-28
RV18432,C5527,P35436,2,Good,2025-08-24
RV18433,C39019,P35229,2,bad,2025-07-29
RV18434,C30243,P3540,5,Average,2023-03-29
RV18435,C32629,P34533,3,poor,2024-06-03
RV18436,C31337,P9186,2,excellent,2020-12-26
RV18437,C10986,P7933,1,bad,2024-11-18
RV18438,C35503,P39982,4,bad,2024-04-15
RV18439,C24521,P11763,3,Good,2020-10-25
RV18440,C8454,P24710,2,poor,2024-07-13
RV18441,C14759,P19687,1,bad,2020-10-13
RV18442,C37069,P8744,3,bad,2020-06-15
RV18443,C33668,P19566,5,Average,2024-07-27
RV18444,C24572,P26857,2,Good,2024-10-03
RV18445,C26709,P35669,2,Good,2022-12-14
RV18446,C38645,P37070,3,excellent,2021-05-11
RV18447,C21921,P19054,5,poor,2024-07-30
RV18448,C38705,P7306,3,bad,2022-04-24
RV18449,C3517,P35664,2,Average,2023-01-27
RV18450,C15180,P37695,4,bad,2023-03-19
RV18451,C21595,P24390,5,Average,2020-02-17
RV18452,C28368,P40381,4,poor,2023-10-04
RV18453,C22981,P18552,5,Average,2020-11-20
RV18454,C28750,P35704,3,poor,2024-03-31
RV18455,C21532,P31907,5,Good,2023-01-12
RV18456,C21604,P23582,3,poor,2022-02-28
RV18457,C11585,P1434,5,Good,2020-05-14
RV18458,C29030,P22512,5,Average,2020-07-07
RV18459,C22735,P9124,3,Good,2023-05-27
RV18460,C13053,P33102,1,bad,2024-12-17
RV18461,C20803,P18210,5,excellent,2022-05-29
RV18462,C33437,P4129,2,excellent,2024-06-10
RV18463,C15926,P27913,2,Good,2024-08-25
RV18464,C5439,P7824,3,poor,2022-08-16
RV18465,C2737,P9623,2,Good,2020-08-17
RV18466,C34197,P19959,1,Average,2022-10-03
RV18467,C2312,P24566,4,bad,2020-05-29
RV18468,C27416,P28620,5,excellent,2020-11-11
RV18469,C37870,P2347,2,bad,2021-01-05
RV18470,C8987,P22636,1,Average,2023-11-08
RV18471,C18754,P31512,2,Good,2023-11-16
RV18472,C9109,P32967,5,Average,2021-06-29
RV18473,C26898,P32535,4,excellent,2022-04-05
RV18474,C35896,P5949,1,Average,2020-04-07
RV18475,C26575,P22573,3,Good,2025-06-28
RV18476,C2262,P4307,4,excellent,2025-06-18
RV18477,C6396,P30356,4,bad,2023-04-12
RV18478,C37050,P24413,4,bad,2021-11-13
RV18479,C33684,P14641,1,Good,2025-02-13
RV18480,C22638,P38149,1,Good,2023-09-28
RV18481,C5622,P10422,5,bad,2023-01-29
RV18482,C33086,P30335,1,Good,2020-05-10
RV18483,C13890,P35931,3,Average,2021-01-31
RV18484,C17733,P24860,1,bad,2025-03-29
RV18485,C10894,P20909,3,bad,2023-02-07
RV18486,C11487,P17889,1,Average,2025-10-23
RV18487,C6583,P19111,2,bad,2025-12-05
RV18488,C4935,P9028,4,bad,2024-04-02
RV18489,C19388,P4790,2,bad,2025-06-20
RV18490,C23806,P40960,2,Good,2022-08-11
RV18491,C36416,P7548,3,Average,2024-12-13
RV18492,C33449,P13528,4,poor,2021-06-03
RV18493,C7077,P18503,4,excellent,2024-09-29
RV18494,C17681,P12243,4,Average,2025-11-09
RV18495,C19268,P6359,4,Good,2023-03-29
RV18496,C28758,P18671,5,bad,2023-12-15
RV18497,C24412,P15642,4,poor,2024-11-04
RV18498,C30666,P17561,3,Average,2020-08-27
RV18499,C4425,P27855,1,poor,2025-11-21
RV18500,C39299,P28919,1,poor,2023-12-18
RV18501,C7582,P21070,4,bad,2025-06-06
RV18502,C27185,P5026,2,excellent,2022-02-11
RV18503,C36027,P38710,3,excellent,2025-01-09
RV18504,C16146,P13782,5,bad,2020-09-03
RV18505,C10211,P7852,5,bad,2025-06-09
RV18506,C39691,P40664,2,bad,2021-09-05
RV18507,C5666,P33753,5,bad,2024-01-24
RV18508,C8042,P2741,3,Good,2022-02-22
RV18509,C1131,P1243,4,bad,2021-01-08
RV18510,C36973,P15731,1,Average,2023-11-05
RV18511,C7582,P23867,4,excellent,2020-05-23
RV18512,C6990,P24800,1,bad,2025-03-05
RV18513,C5064,P14283,4,poor,2023-11-27
RV18514,C14044,P34570,3,bad,2021-12-16
RV18515,C31691,P38530,5,Average,2020-12-12
RV18516,C10971,P3547,4,Average,2020-11-16
RV18517,C4985,P6822,5,bad,2021-05-28
RV18518,C16286,P25563,1,Good,2022-03-28
RV18519,C26995,P19652,2,Average,2023-04-27
RV18520,C32577,P40391,3,Good,2020-08-14
RV18521,C32199,P20952,4,bad,2022-01-08
RV18522,C29948,P1097,2,Good,2025-01-10
RV18523,C28463,P13520,3,poor,2021-10-20
RV18524,C26575,P3967,4,Good,2023-03-04
RV18525,C33508,P1626,4,bad,2020-12-29
RV18526,C9407,P32901,3,Good,2025-12-24
RV18527,C28795,P3809,4,bad,2020-10-11
RV18528,C35604,P38806,3,Average,2024-03-03
RV18529,C32261,P32659,3,poor,2022-06-14
RV18530,C8234,P34654,5,Good,2020-11-25
RV18531,C13880,P23763,5,poor,2022-09-29
RV18532,C28600,P17747,1,excellent,2021-04-23
RV18533,C33213,P23817,1,poor,2023-01-09
RV18534,C2098,P9011,5,excellent,2025-12-24
RV18535,C31077,P39659,3,poor,2025-06-02
RV18536,C7425,P27049,4,excellent,2023-10-03
RV18537,C38760,P4029,5,bad,2020-12-26
RV18538,C37321,P19625,5,Good,2020-04-17
RV18539,C4926,P26411,2,Good,2020-06-24
RV18540,C8116,P14774,3,Good,2022-01-25
RV18541,C14251,P32453,4,excellent,2025-07-21
RV18542,C22920,P6146,4,Good,2022-03-02
RV18543,C40560,P13703,3,Average,2020-02-26
RV18544,C32145,P1977,3,Average,2020-06-16
RV18545,C3940,P24083,3,Average,2020-09-26
RV18546,C40742,P29193,4,excellent,2023-01-05
RV18547,C12727,P24219,3,excellent,2024-01-01
RV18548,C30055,P26547,1,excellent,2022-01-21
RV18549,C1351,P2188,5,excellent,2022-11-27
RV18550,C22124,P15131,5,Good,2020-04-23
RV18551,C37567,P26445,1,excellent,2022-05-23
RV18552,C12896,P23483,1,excellent,2022-04-07
RV18553,C5235,P37444,1,excellent,2025-11-04
RV18554,C39420,P17329,5,bad,2024-10-19
RV18555,C28891,P26575,2,excellent,2020-02-08
RV18556,C29272,P34262,4,bad,2022-01-21
RV18557,C29329,P18255,5,Good,2020-07-07
RV18558,C16837,P11756,3,bad,2022-01-28
RV18559,C22204,P39144,3,excellent,2025-06-25
RV18560,C12747,P17455,2,excellent,2022-09-18
RV18561,C26928,P25764,5,excellent,2025-09-11
RV18562,C33573,P23441,4,Average,2021-02-18
RV18563,C9871,P35824,3,Average,2020-06-03
RV18564,C40437,P15154,4,bad,2024-02-12
RV18565,C6977,P37484,5,Average,2021-09-02
RV18566,C8384,P32485,4,Good,2020-06-27
RV18567,C30086,P5711,3,excellent,2025-01-27
RV18568,C35388,P18928,2,Average,2025-02-21
RV18569,C34639,P10191,4,poor,2021-06-17
RV18570,C23859,P17041,2,bad,2023-05-08
RV18571,C38522,P19151,4,excellent,2020-03-29
RV18572,C35106,P13190,5,bad,2022-10-10
RV18573,C20683,P7860,1,poor,2020-12-26
RV18574,C5243,P6436,3,bad,2022-11-18
RV18575,C10866,P30868,1,excellent,2022-01-07
RV18576,C2544,P15346,4,Good,2020-10-20
RV18577,C10372,P7397,4,excellent,2023-08-11
RV18578,C13760,P12569,3,bad,2020-05-10
RV18579,C14793,P17887,1,Average,2022-05-21
RV18580,C37016,P2914,4,Average,2024-04-05
RV18581,C32697,P28359,1,poor,2021-09-05
RV18582,C40973,P14077,1,excellent,2024-09-25
RV18583,C30246,P35476,4,bad,2022-11-27
RV18584,C24600,P39353,3,Good,2022-07-17
RV18585,C26315,P32454,5,excellent,2022-02-17
RV18586,C39079,P6195,4,excellent,2021-01-19
RV18587,C26674,P40277,5,poor,2023-10-18
RV18588,C32213,P38203,5,Good,2023-07-02
RV18589,C19157,P7319,4,Good,2020-08-25
RV18590,C21049,P8090,2,bad,2022-06-20
RV18591,C15728,P25861,1,excellent,2020-12-06
RV18592,C40630,P35238,1,Average,2024-04-27
RV18593,C1774,P32648,4,Good,2022-10-18
RV18594,C22434,P25144,1,excellent,2025-04-01
RV18595,C14792,P38788,2,excellent,2022-08-29
RV18596,C16860,P11290,5,Average,2025-04-02
RV18597,C8081,P8026,1,Average,2023-05-27
RV18598,C33141,P18601,2,poor,2025-12-27
RV18599,C3931,P22556,4,bad,2025-05-08
RV18600,C3513,P33442,4,Average,2024-12-17
RV18601,C11647,P33161,2,poor,2023-06-19
RV18602,C29741,P15617,3,Average,2023-03-31
RV18603,C29722,P31843,5,excellent,2022-11-22
RV18604,C9329,P3899,4,poor,2024-02-12
RV18605,C28346,P3912,2,poor,2024-12-19
RV18606,C8296,P22626,3,excellent,2020-05-17
RV18607,C25930,P7410,5,Good,2024-09-26
RV18608,C20308,P34426,1,excellent,2022-12-29
RV18609,C11031,P11873,5,excellent,2025-11-12
RV18610,C23209,P27222,3,bad,2021-12-04
RV18611,C13372,P20766,4,Good,2021-06-14
RV18612,C11436,P19320,3,poor,2020-12-20
RV18613,C5085,P6729,3,excellent,2023-03-16
RV18614,C33160,P15458,4,Good,2025-06-12
RV18615,C3764,P25746,5,Good,2022-06-24
RV18616,C16379,P8627,3,excellent,2025-01-30
RV18617,C20577,P33985,1,poor,2020-11-22
RV18618,C3622,P19894,4,excellent,2021-01-08
RV18619,C34127,P33182,5,bad,2022-05-12
RV18620,C21551,P39112,3,bad,2020-04-12
RV18621,C18884,P5006,5,Average,2021-05-27
RV18622,C1659,P16434,3,poor,2025-02-22
RV18623,C10058,P13521,3,excellent,2023-10-08
RV18624,C14824,P4616,5,poor,2020-08-21
RV18625,C34633,P34088,4,poor,2020-12-20
RV18626,C35943,P21034,4,poor,2023-06-25
RV18627,C40863,P14815,2,poor,2020-08-25
RV18628,C23835,P35947,4,poor,2023-03-31
RV18629,C22886,P37956,3,Good,2025-05-20
RV18630,C32470,P32037,4,Good,2023-03-25
RV18631,C36972,P35308,4,Average,2020-12-13
RV18632,C9849,P36626,3,poor,2021-07-05
RV18633,C34825,P18015,3,poor,2021-03-12
RV18634,C13766,P38799,5,excellent,2023-10-26
RV18635,C22548,P30960,1,bad,2021-07-08
RV18636,C33707,P27667,2,Good,2024-11-28
RV18637,C25693,P15978,4,excellent,2023-09-17
RV18638,C34226,P23561,3,poor,2021-04-13
RV18639,C11483,P4416,3,poor,2021-04-21
RV18640,C13046,P3387,2,bad,2022-04-13
RV18641,C23007,P33014,3,bad,2025-10-20
RV18642,C13469,P1271,2,excellent,2020-11-11
RV18643,C5727,P16645,3,Good,2022-12-20
RV18644,C28634,P4736,3,excellent,2021-11-03
RV18645,C12651,P30639,5,bad,2024-06-04
RV18646,C1707,P20283,2,poor,2021-11-05
RV18647,C35020,P10191,2,bad,2023-08-20
RV18648,C26431,P23607,4,Good,2020-12-04
RV18649,C19310,P4471,4,Good,2023-12-18
RV18650,C13473,P16822,1,excellent,2021-03-04
RV18651,C40308,P38230,2,Average,2025-07-13
RV18652,C30952,P39532,4,Good,2023-03-25
RV18653,C30106,P23404,2,excellent,2020-02-13
RV18654,C21228,P31350,3,Good,2022-05-23
RV18655,C21520,P34251,2,Average,2023-03-02
RV18656,C9390,P16746,2,poor,2021-08-05
RV18657,C30368,P17552,2,excellent,2021-02-02
RV18658,C31173,P9411,2,Average,2022-04-15
RV18659,C16069,P9610,4,bad,2022-12-17
RV18660,C13880,P21276,4,bad,2024-03-26
RV18661,C27087,P35883,2,excellent,2022-03-14
RV18662,C24713,P4351,4,Good,2021-03-30
RV18663,C9650,P24250,4,excellent,2024-02-21
RV18664,C28126,P8870,2,Average,2024-04-30
RV18665,C5063,P35985,1,Good,2024-09-29
RV18666,C1608,P24460,1,Good,2024-06-01
RV18667,C36732,P31061,5,Average,2025-11-05
RV18668,C20333,P24467,2,bad,2023-02-04
RV18669,C24481,P30108,2,excellent,2022-08-31
RV18670,C37179,P28065,3,Good,2024-04-18
RV18671,C38408,P19625,5,Good,2025-09-01
RV18672,C19567,P20794,2,excellent,2021-04-17
RV18673,C10998,P22879,5,bad,2025-11-17
RV18674,C33328,P20646,3,excellent,2023-12-29
RV18675,C33280,P20454,5,excellent,2022-11-28
RV18676,C28903,P19628,5,bad,2021-02-03
RV18677,C12497,P21820,4,excellent,2020-03-26
RV18678,C30796,P28790,1,bad,2020-11-08
RV18679,C23236,P12777,1,Good,2022-10-31
RV18680,C23304,P19105,4,Good,2022-05-27
RV18681,C32829,P24903,2,Average,2022-09-17
RV18682,C31108,P5671,3,excellent,2021-05-25
RV18683,C27679,P39842,5,Good,2021-02-21
RV18684,C11616,P7476,4,Average,2021-03-03
RV18685,C16775,P36072,4,bad,2020-08-23
RV18686,C26290,P28174,1,Average,2023-04-10
RV18687,C12307,P37548,2,poor,2020-01-27
RV18688,C40328,P38463,3,excellent,2025-09-19
